economy,series,Country,Series,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024
SYC,NY.GDP.MKTP.CD,Seychelles,GDP (current US$),392163560.868669,398307169.860405,461409398.855893,504230620.551871,517570058.151034,540733047.733048,535250347.089479,598966982.350186,647287375.762528,662838614.880674,654212394.27164,662064155.920692,742134837.50919,750847230.099263,893012218.181818,977899381.818182,1081441283.31798,1077308813.82945,979597394.293453,850901620.433301,981616542.328454,1058918707.26124,1089407839.19709,1333160407.38516,1387577870.08161,1432403352.12944,1568513348.14463,1675370641.01416,1784313926.76807,1868690096.73454,1382551751.56908,1487173794.80528,2018346588.73752,2187379754.66167,2167239562.46013
SRB,NY.GDP.MKTP.CD,Serbia,GDP (current US$),,,,,,17921892655.3672,23277430167.5978,27153408994.8074,21004077441.4802,20878694850.5767,7326373882.11044,13599378661.9952,17930583571.3055,23593044417.5086,26845632341.8075,28334256180.8801,33298057361.7412,44888028946.0854,54220641201.6474,46955984409.7271,43536629233.1424,51251098408.0924,45103269969.4112,50455529604.0696,49114321280.3466,41297410634.9586,42225495909.5633,45972834713.8077,52787520248.9242,53864693664.5568,55874017668.998,66159884072.5308,66809895701.2152,81343999280.0179,90097765959.1114
SEN,NY.GDP.MKTP.CD,Senegal,GDP (current US$),7390967360.42121,7255210469.51743,7769817839.95644,7367986241.21869,5034588195.55806,6326342633.4034,6559712165.96508,6041478725.90443,6505607909.05324,6592834932.80876,6013185003.97525,6507824829.26254,7006402319.75856,8768721563.18211,10076816666.6196,11009033437.939,11697918243.0035,13994218412.9619,16853989627.548,16145867494.9405,16121315909.0758,17814283639.3119,17660870411.5235,18918667724.8817,19797253440.2679,17774766696.1759,19040312333.1864,20996562943.5979,23116701556.1381,23403995992.1354,24530513037.7518,27520784129.7508,27783332222.6759,30696331295.7826,32808056600.9436
SAU,NY.GDP.MKTP.CD,Saudi Arabia,GDP (current US$),117630173564.753,132223230974.633,137087850467.29,132967957276.368,135174899866.489,143343124165.554,158662483311.081,165963684913.218,146775466666.667,161717066666.667,189514933333.333,184137600000.0,189605866666.667,215807733333.333,258742133333.333,328459608764.111,376900133511.348,415964509673.115,519796800000.0,429097866666.667,528207466666.667,680660800000.0,751921333333.333,769755733333.333,787153066666.667,693414400000.0,689279466666.667,741266133333.333,886564800000.0,888890133333.333,767951200000.0,982661066666.667,1239075200000.0,1218584533333.33,1239804533333.33
STP,NY.GDP.MKTP.CD,Sao Tome and Principe,GDP (current US$),119297932.757045,107484142.71556,94861780.6228352,125742228.756741,131338414.584209,103695236.781001,135188165.74708,91920274.2401657,72285403.8423458,77302211.9248351,76198394.8202671,75951133.3777948,85171073.8777498,102085769.123419,114582283.916382,136450662.390592,142775104.081626,149146918.888611,188021165.00338,200668065.03175,190021192.489536,226455001.243083,225815131.929273,267041747.584354,293119143.246825,259999643.047388,292267272.196925,322002845.229335,383717327.830508,412976082.620705,471229484.607144,524402455.54816,540809499.189348,690456806.696406,822154621.088897
SMR,NY.GDP.MKTP.CD,San Marino,GDP (current US$),,,,,,,,976606910.602381,1048316225.70471,1109473367.84318,1007661366.66959,1059529812.37456,1148872072.38556,1462590266.59186,1715340542.988,1786514058.22344,1909765165.43137,2188654628.38097,2403213305.03601,2064277126.41466,1881191925.32503,1813717438.69134,1604701299.43546,1678741475.14095,1673911426.17254,1419401070.56043,1468343139.74326,1528620346.31168,1655353653.05934,1616340692.28937,1541248248.80727,1855652786.18368,1829211863.9476,2027527227.831,
WSM,NY.GDP.MKTP.CD,Samoa,GDP (current US$),125766269.755358,125597205.422315,132303041.36253,133122897.196262,221098106.508876,224865731.381903,249907868.772424,285475591.89651,269485244.15511,255408060.259486,258856139.798489,266299591.479428,281790134.211972,333426188.41876,407747565.096959,476801793.159429,499923757.780736,573548459.833372,641346191.664776,628006115.424052,680260907.153983,744097050.169115,773141661.165548,797736334.281305,796683519.593842,824150498.653536,843924796.697421,884844384.463214,878448433.404342,912950466.064906,868884902.953089,859724936.05765,889554711.842341,1044909500.02527,1175749785.65113
RWA,NY.GDP.MKTP.CD,Rwanda,GDP (current US$),2550185679.08109,1911600236.67461,2029026961.55894,1971525711.83511,753636370.454545,1293535193.49248,1382334879.40812,1851558197.31088,1989343546.17594,2157108262.84452,2068836754.37431,1966600715.49841,1966003468.49117,2138237278.73822,2376496067.01198,2933819766.17656,3319784538.73346,4070507894.61656,5179854064.57033,5674476969.06444,6124756654.12346,6884913658.10632,7654761050.18587,7819964030.17937,8238966124.23115,8543760199.80208,8695272057.91798,9252833891.40871,9637904520.86283,10349300276.7623,10174386856.6101,11078787090.1564,13316161002.3912,14331722703.4134,14251642235.0968
RUS,NY.GDP.MKTP.CD,Russian Federation,GDP (current US$),517014446227.929,517962962962.963,460290556900.726,435083713850.837,395077301248.464,395537185734.854,391724890744.498,404928954191.876,270955486862.442,195907128350.934,259710142196.943,306602070620.5,345470494417.863,430347420184.885,591016690732.385,764015973481.11,989932071352.543,1299703478481.65,1660848058303.11,1222645900055.7,1524916715223.95,2045922753398.04,2208293553878.42,2292470078346.22,2059241589895.01,1363482182197.71,1276786350881.14,1574199360089.0,1657328773461.31,1693115002708.32,1493075894362.14,1829186719575.1,2291612121334.64,2071505725030.58,2173835806671.66
ROU,NY.GDP.MKTP.CD,Romania,GDP (current US$),38247882300.4904,28850634899.856,25121666666.6667,26361160449.9704,30072805104.2542,37430162102.6125,36937074278.3004,35575214078.2428,41696091973.7076,35953156753.739,37253739511.1273,40395116581.4832,46065502702.5817,57806384143.166,74973656851.8076,98454380120.0761,122023735992.706,174588782938.583,214315932061.275,174110532658.867,170064350671.827,192623977894.173,179117323107.087,189798603751.235,199722319675.741,177885131240.315,185290759248.844,210147385855.419,241791427223.903,250080428511.595,250625048303.578,285071280114.469,295319437556.988,347757995758.914,382564217988.866
QAT,NY.GDP.MKTP.CD,Qatar,GDP (current US$),7360439423.07692,6883516483.51648,7646153983.51648,7156593653.84615,7374450769.23077,8137911978.02198,9059340384.61539,11297802115.3846,10255495027.4725,12393131868.1319,17759890109.8901,17538461538.4615,19363736263.7363,23533791208.7912,31734065934.0659,44530494505.4945,60882142857.1429,79712087912.0879,115270054945.055,97798351648.3516,123627197802.198,167775274725.275,186833516483.516,198727747252.747,206224725274.725,161739835164.835,151732142857.143,161099175824.176,183335164835.165,176371428571.429,144411538461.538,179732142857.143,235709340659.341,217308516483.516,219162637362.637
PRI,NY.GDP.MKTP.CD,Puerto Rico (US),GDP (current US$),30603919000.0,32287031000.0,34630430000.0,36922456000.0,39690630000.0,42647331000.0,45340835000.0,48187039000.0,54086400000.0,57841000000.0,61701800000.0,69208400000.0,71623500000.0,74827400000.0,80322313000.0,83914521300.0,87276164400.0,89524131600.0,93639300000.0,96385600000.0,98381300000.0,100351700000.0,101564800000.0,102450000000.0,102445800000.0,103375500000.0,104336700000.0,103445500000.0,100958100000.0,105126400000.0,103130900000.0,106426600000.0,113843700000.0,118478754280.882,126029527033.705
PRT,NY.GDP.MKTP.CD,Portugal,GDP (current US$),78713860216.5659,89233599278.4792,107592098307.098,95009751901.2592,99688641304.3478,118122007430.012,122630089680.27,117016535162.95,123946327916.296,127470385557.184,118605192877.388,121604107164.997,134795565549.419,165226175536.793,189382122532.169,197253876704.921,208756449275.848,240496147317.381,263416394624.084,244667762835.543,238443864993.217,245426767676.002,216536676771.973,226677408291.745,230078616299.675,199038523119.639,206305431241.638,220862990767.229,242092894542.888,240115970063.019,229618773422.577,256055879091.139,256898677175.024,292323800948.839,313271185085.102
POL,NY.GDP.MKTP.CD,Poland,GDP (current US$),65977748210.5263,85500935934.9901,94337050693.2727,96043157272.862,110803635287.621,142838527115.448,160813026223.063,159893964916.817,175282269666.801,170704452714.673,172953527033.013,191823200371.284,199694463255.567,218561225998.47,256268656145.134,306999913150.525,345897630736.173,429715132137.503,535612030671.888,440891472247.096,478111630683.514,527848543023.469,498148649702.66,518179836405.36,542134167178.627,480054118583.367,473259583969.643,528356676667.211,594616687350.017,602683770144.88,605914237903.742,689170230665.35,695607470875.276,812451193396.143,917767106146.761
PHL,NY.GDP.MKTP.CD,Philippines,GDP (current US$),50508286641.5746,51784144942.727,60422328242.1803,62036529147.1831,73159336915.2718,84644328727.4825,94648084429.0341,94106317565.0846,74492416329.9142,85640171045.1254,83669788376.9213,78921234457.5487,84307345887.543,87039092974.2272,95001999685.3314,107419977318.166,127652926368.069,155980408673.403,181624626327.361,175974755881.372,208368893151.144,234216730291.32,261920540962.63,283902828588.718,297483555338.044,306445871242.322,318627003016.731,328480736802.76,346841896587.313,376823402239.136,361751145451.597,394087359848.11,404353369604.631,437055627244.424,461617509782.355
PER,NY.GDP.MKTP.CD,Peru,GDP (current US$),26410386962.8019,34341465998.2003,35966302303.263,34832077220.8537,44882079766.8913,53312793687.3836,55252414130.3019,58147522522.5225,55501467877.381,50187324567.883,51744749133.213,52030158775.4055,54777553515.0809,58731030121.8671,66768703497.5687,76060606060.6061,88643193061.748,102170981144.136,120550599815.441,120822986521.479,147527631520.729,171761737046.585,192650021648.583,201175543571.392,200786250582.943,189802976285.619,191898104390.379,211007984080.911,222597009739.235,228346006003.648,201409694755.934,226328766459.634,246065570308.155,266958720837.988,289221969062.941
PRY,NY.GDP.MKTP.CD,Paraguay,GDP (current US$),5812114523.01187,6984367762.90371,7157424031.06045,7249533620.30614,7870982004.8195,9062131475.02318,9788391780.52421,9965225678.05093,9260481572.42462,8837070235.51892,8855705139.55857,8495806432.18467,7196260656.84556,7691367471.17992,9624440836.29309,10737500188.1123,13429430050.261,17856393235.4338,24615267663.5385,22355151162.0031,27260886405.2341,33756238766.4931,33271921136.3071,38501122141.4135,40377929295.6522,36211447840.1027,36089700222.9546,38997129473.5613,40225448340.6341,37925338329.156,35432178068.1756,39950899938.7474,41952910858.0846,43118053174.5461,44458118397.4445
PNG,NY.GDP.MKTP.CD,Papua New Guinea,GDP (current US$),3219729083.06487,3787394957.98319,4377980510.05598,4974550286.18152,5502786069.65174,4636057476.42568,5155311077.38998,4936615298.79367,3789443014.61662,3477038204.01733,3521339699.07407,3081024212.42924,2999511040.19764,3536411824.2958,3927157866.96465,4865892972.27595,8354911040.70193,9545028944.34579,11670892800.5309,11619456449.266,14250786674.7766,17985138065.8549,21295168665.7247,21261338064.8783,23210823987.308,21723437010.0982,20758876952.6232,22742699138.356,24109780708.0268,24750626029.8777,23848447849.6081,26109413521.3117,31653185952.609,30816367066.9594,31800428265.5246
PAN,NY.GDP.MKTP.CD,Panama,GDP (current US$),6433967000.0,7074675500.0,8042337700.0,8782585400.0,9365289800.0,9573813700.0,9197503322.69367,10058854386.1392,11019557689.1677,11660704777.0881,11966497048.6488,12252906340.6841,12800851270.5514,13603456003.2851,15100203361.784,16623906739.3121,18659721513.0123,21717433808.2684,25721327955.2772,27791215547.3487,30231009532.9507,35687738251.8135,41595439720.9767,46949496479.4008,51427104881.9655,55767806073.1781,59760858717.8359,64327688826.3137,67316471181.2488,69778991192.5571,57059846521.5327,67396392506.2378,76479304470.9375,83812155244.3352,86523959131.7472
PLW,NY.GDP.MKTP.CD,Palau,GDP (current US$),97702303.0,106555300.0,104771300.0,96455700.0,106138500.0,121018500.0,137494600.0,143860800.0,149079600.0,144206500.0,149551483.154297,159446228.027344,162658721.923828,154566787.719727,166363739.013672,190961685.180664,193611358.642578,200789764.404297,201067733.764648,189854705.810547,188042373.657227,198742370.605469,215616882.324219,224110610.961914,245591094.970703,287057525.634766,305227020.263672,292148590.087891,287998352.050781,282041290.283203,261688507.080078,231343460.083008,243826812.744141,276733062.744141,
PAK,NY.GDP.MKTP.CD,Pakistan,GDP (current US$),40010423970.4576,45625336680.2047,48884671947.4657,51809999353.1614,52293470813.1336,60636071684.1918,63320170084.4076,62433340468.0228,62191955814.3478,62973857068.5113,99484802344.5277,97145618479.9038,97923302809.3537,112371913740.823,132216048339.413,145208562960.767,161871385506.36,184140869997.46,202203748583.854,187337783856.466,196709621849.586,230586581059.665,250106966104.704,258657231672.412,271390474857.632,299963590534.773,313630000130.435,339205534861.1,356128166704.921,320909472770.669,300425609817.981,348516647445.148,374890295666.694,336686348609.266,371570000121.266
OMN,NY.GDP.MKTP.CD,Oman,GDP (current US$),13310273081.9246,12918335500.6502,14183615084.5254,14230429128.7386,14715214564.3693,15722236671.0013,17402080624.1873,18039791937.5813,16044213263.9792,17832769830.9493,22259557867.3602,22205721716.515,23065539661.8986,24733680104.0312,28378933680.104,35506892067.6203,42577633289.987,48300390117.0351,69804681404.4213,55454096228.8687,64993498049.4148,77497529258.7776,87408842652.7958,89936020806.2419,92699089726.9181,78710793237.9714,75128738621.5865,80856697009.1027,91505851755.5267,88060858257.4772,75909492847.8544,87323797139.1417,109852795838.752,106174708036.51,107137198769.386
NOR,NY.GDP.MKTP.CD,Norway,GDP (current US$),119791843059.572,121872464483.487,130838040067.584,120579213712.804,127131319428.701,152029612324.788,163520109150.671,161356631888.484,154230295158.447,162383706021.13,171457201935.968,174239354070.977,195914852576.467,229385469337.024,265268662473.297,309978579743.888,346915160681.708,402643260487.572,464917553191.489,387976400617.019,431052143940.438,501360549669.404,512777309840.997,526014468085.106,501736471832.848,388159512245.53,370956547619.048,401745275035.261,439788625883.8,408742840909.091,367633418886.627,503367986030.268,596297651035.798,482949731776.587,483592648313.301
MNP,NY.GDP.MKTP.CD,Northern Mariana Islands,GDP (current US$),,,,,,,,,,,,,1284000000.0,1239000000.0,1210000000.0,1061000000.0,990000000.0,938000000.0,939000000.0,795000000.0,799000000.0,729000000.0,746000000.0,772000000.0,832000000.0,910000000.0,1230000000.0,1560000000.0,1301000000.0,1179000000.0,866000000.0,914000000.0,1096000000.0,,
MKD,NY.GDP.MKTP.CD,North Macedonia,GDP (current US$),4699646643.10954,4938775510.20408,2436849341.97604,2682456896.55172,3559608639.98379,4707041315.24202,4642021256.30689,3912986090.97363,3765745023.2074,3863619284.77939,3772859034.20508,3709636030.66578,4018365747.00972,4946296599.08467,5682784471.69722,6258602872.67898,6861226971.55617,8336474973.72949,9909552434.51136,9401736825.42688,9407170321.37752,10494626767.6445,9745261300.57788,10817702346.0674,11362265252.778,10064519962.5655,10672467073.2873,11307067069.6658,12683068114.2388,12606338448.547,12361036913.8409,14000283827.0154,13932436550.0883,15855131188.9092,16951682245.4202
NGA,NY.GDP.MKTP.CD,Nigeria,GDP (current US$),54035795387.8086,59526833412.3581,52058181853.8055,56721051402.4732,80399613063.6364,140919776986.364,185730236700.0,200850397618.182,218416200672.727,59145077039.1437,69171451627.2465,73557840064.489,95054059302.6995,104738954264.226,135764731645.611,175670569969.346,238454997161.48,278260846800.103,339476276257.793,295008835380.997,366990417129.04,414466676831.16,463971018239.281,520117180313.906,574183763411.508,493026682800.63,404649125252.16,375745731053.427,421739251509.08,668219992691.462,598586817819.073,609147716972.859,646950257577.814,487387801880.597,252261880141.151
NER,NY.GDP.MKTP.CD,Niger,GDP (current US$),3512356507.88599,3285796874.97125,3386232579.22522,3052673849.25181,1938058175.21399,2302537562.24406,2405686940.0464,2290318910.20658,2643363518.99272,2537789820.69295,2241753192.81158,2448714703.96617,2782192878.67204,3394084732.49543,3760443737.53797,4383315964.58718,4756361252.37923,5731485051.79069,7297600226.00536,7352131309.73341,7851192502.30917,8772950777.79176,9426912647.59111,10224897437.8648,10862943543.5419,9683867926.44282,10398861981.7583,11185104251.6943,12837307496.8821,12889555561.2299,13744653103.058,14915002436.069,15433852712.2963,16698786977.59,19876128485.7857
NIC,NY.GDP.MKTP.CD,Nicaragua,GDP (current US$),1009455483.87097,1488804123.71134,1792800000.0,1756454248.36601,3863185119.04762,4140470000.0,4308351902.78601,4389973489.86032,4635347385.5446,4856026259.07657,5109587049.97449,5351752034.2221,5223727302.54906,5322228350.58068,5792932838.40051,6321324279.14826,6763672380.61154,7423375014.75729,8496967596.77008,8298702489.0801,8758602232.98358,9774329332.71276,10532017231.8253,10982988249.2103,11880438824.4494,12756696261.0676,13286093388.4752,13785893007.4769,13025221974.232,12699023614.245,12726422432.4868,14209020361.8508,15634572502.2294,17805842283.8725,19693982967.5926
